ID,Issue Text,Severity,File Name,Line Number
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,90
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,104
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,252
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,262
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,276
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,325
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,347
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,349
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,389
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,390
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,391
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,410
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,480
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,487
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,494
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,501
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,517
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,559
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,563
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,608
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,619
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,659
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,664
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,687
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,688
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,695
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,715
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,728
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,735
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,745
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,817
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,864
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_install.py,865
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_set.py,42
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_set.py,46
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_uninstall.py,70
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/req/req_uninstall.py,528
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/legacy/resolver.py,131
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/legacy/resolver.py,234
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/legacy/resolver.py,312
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/legacy/resolver.py,321
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/legacy/resolver.py,421
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/legacy/resolver.py,450
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/legacy/resolver.py,535
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/legacy/resolver.py,540
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/candidates.py,59
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/candidates.py,84
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/candidates.py,278
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/candidates.py,282
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/candidates.py,286
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/candidates.py,291
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/candidates.py,292
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/factory.py,267
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/factory.py,272
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/factory.py,372
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/factory.py,538
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/factory.py,652
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/factory.py,728
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/requirements.py,52
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/requirements.py,86
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/requirements.py,110
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/requirements.py,117
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/requirements.py,129
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/requirements.py,203
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/resolver.py,56
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/resolver.py,200
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/resolution/resolvelib/resolver.py,301
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/direct_url_helpers.py,23
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/direct_url_helpers.py,44
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/direct_url_helpers.py,55
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/direct_url_helpers.py,61
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/encoding.py,31
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/filesystem.py,21
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/filesystem.py,96
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/logging.py,158
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/logging.py,160
B105,Possible hardcoded password: '',LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/misc.py,474
B105,Possible hardcoded password: ':****',LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/misc.py,477
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/setuptools_build.py,113
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/subprocess.py,4
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/subprocess.py,126
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/subprocess.py,146
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/subprocess.py,147
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/subprocess.py,161
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/subprocess.py,184
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/temp_dir.py,146
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/temp_dir.py,151
B202,tarfile.extractall used without any validation. Please check and discard dangerous members.,HIGH,./.venv/lib/python3.11/site-packages/pip/_internal/utils/unpacking.py,245
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/unpacking.py,298
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/utils/urls.py,23
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/vcs/git.py,215
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/vcs/git.py,478
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/vcs/subversion.py,65
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/vcs/subversion.py,169
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/wheel_builder.py,105
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/wheel_builder.py,106
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/wheel_builder.py,108
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/wheel_builder.py,113
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/wheel_builder.py,130
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/wheel_builder.py,213
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/wheel_builder.py,215
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/wheel_builder.py,216
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/wheel_builder.py,317
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_internal/wheel_builder.py,337
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/adapter.py,150
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/controller.py,43
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/controller.py,151
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/controller.py,172
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/controller.py,220
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/controller.py,349
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/controller.py,369
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/controller.py,421
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/controller.py,468
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/cachecontrol/heuristics.py,137
B411,Using xmlrpclib to parse untrusted XML data is known to be vulnerable to XML attacks. Use defusedxml.xmlrpc.monkey_patch() function to monkey-patch xmlrpclib and mitigate XML vulnerabilities.,HIGH,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/compat.py,42
B411,Using xmlrpc.client to parse untrusted XML data is known to be vulnerable to XML attacks. Use defusedxml.xmlrpc.monkey_patch() function to monkey-patch xmlrpclib and mitigate XML vulnerabilities.,HIGH,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/compat.py,81
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/compat.py,633
B324,Use of weak MD5 hash for security. Consider usedforsecurity=False,HIGH,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/database.py,1007
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/index.py,11
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/index.py,58
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/index.py,193
B324,Use of weak MD5 hash for security. Consider usedforsecurity=False,HIGH,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/index.py,269
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/locators.py,945
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/manifest.py,115
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/manifest.py,330
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/manifest.py,342
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/markers.py,77
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/metadata.py,897
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/metadata.py,959
B110,"Try, Except, Pass detected.",LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/scripts.py,301
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,21
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,275
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,362
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,389
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,539
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,599
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,648
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,665
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,843
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,1107
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,1112
B202,tarfile.extractall used without any validation. Please check and discard dangerous members.,HIGH,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,1285
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,1317
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,1325
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,1326
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,1335
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,1426
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/util.py,1762
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/version.py,34
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/version.py,35
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distlib/wheel.py,433
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distro/distro.py,37
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distro/distro.py,644
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distro/distro.py,1165
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distro/distro.py,1202
B607,Starting a process with a partial executable path,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distro/distro.py,1213
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/distro/distro.py,1213
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/fallback.py,323
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/fallback.py,387
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/fallback.py,562
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/fallback.py,776
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/msgpack/fallback.py,777
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/packaging/_manylinux.py,96
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/packaging/_musllinux.py,11
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/packaging/_musllinux.py,52
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/packaging/_musllinux.py,79
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/packaging/_tokenizer.py,122
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/packaging/_tokenizer.py,125
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/packaging/_tokenizer.py,148
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/packaging/markers.py,140
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/packaging/markers.py,208
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/packaging/markers.py,227
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/packaging/metadata.py,327
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/packaging/tags.py,11
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/packaging/tags.py,415
B102,Use of exec detected.,MEDIUM,./.venv/lib/python3.11/site-packages/pip/_vendor/pkg_resources/__init__.py,1714
B102,Use of exec detected.,MEDIUM,./.venv/lib/python3.11/site-packages/pip/_vendor/pkg_resources/__init__.py,1725
B108,Probable insecure usage of temp file/directory.,MEDIUM,./.venv/lib/python3.11/site-packages/pip/_vendor/platformdirs/unix.py,179
B110,"Try, Except, Pass detected.",LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/cmdline.py,522
B102,Use of exec detected.,MEDIUM,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/formatters/__init__.py,103
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/formatters/img.py,17
B607,Starting a process with a partial executable path,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/formatters/img.py,93
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/formatters/img.py,93
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexer.py,514
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexer.py,531
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexer.py,538
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexer.py,546
